character	number	Freq.	Unicode	syllables	viet	English	VietOnly	thaiCognate	thaiMeaning	etymology
輪	1626	284	U+8F2A	1	luôn	directly, right away; also, too; often; 【wheel, disk; revolve, recur】*	FALSE			
司	1629	285	U+53F8	1	ty	service, administration; 【to manage, to govern, to regulate】*	FALSE			
𡛔	1631	286	U+216D4	1	gái	female; girl	TRUE			
歷史	3318	287		2	lịch sử	history				
歷史	3630	287		2	lịch sử	history				
造	1634	288	U+9020	1	tạo	to create; to make; to form	FALSE			
𣋚	1640	290	U+232DA	1	hôm	day	TRUE			
务	1647	291	U+52A1	1	mùa	season; time; tide	FALSE			
庄	1656	292	U+5E84	1	chẳng	not at all	FALSE			
特别	53	293		2	đặc biệt	special; unusual				
特别	449	293		2	đặc biệt	special; unusual				
推	1665	295	U+63A8	1	thôi	to stop, no more; only, just; enough!	FALSE			
牟	1668	296	U+725F	1	màu	color	FALSE			
𢲧	1673	297	U+22CA7	1	gây	to quarrel; to cause, to excite, to initiate	TRUE			
解	1677	298	U+89E3	1	giải	to solve, to answer, to explain	FALSE			
句	1682	299	U+53E5	1	câu	sentence	FALSE			
婦女	1414	300		2	phụ nữ	woman				
婦女	3310	300		2	phụ nữ	woman				
德	1685	301	U+5FB7	1	đức	virtue, ethics, morality; Germany, german	FALSE			
點	1692	302	U+9EDE	1	điểm	point, mark, score	FALSE			
國家	946	303		2	quốc gia	nation, country, state				
國家	2232	303		2	quốc gia	nation, country, state				
𡨹	1701	304	U+21A39	1	giữ	to keep; to retain; to hold; to maintain	TRUE			
卒	1707	305	U+5352	1	tốt	good, well, fine; 【finally, at last】*	FALSE			
務	1713	306	U+52D9	1	vụ	【affairs; duty, obligation, must】*	FALSE			
𠁦	1719	307	U+20066	1	trúng	exactly, correct; to hit, to impact	TRUE			
𡗶	1721	309	U+215F6	1	trời	sky; heaven; weather	TRUE			
𢖵	1727	310	U+225B5	1	nhớ	to remember; to recall; to call in mind	TRUE			
𠳨	1735	311	U+20CE8	1	hỏi	to ask; to question, to inquire	TRUE			
社會	696	312		2	xã hội	society				
社會	2838	312		2	xã hội	society				
𦣰	1739	313	U+268F0	1	nằm	to lie down	TRUE	นอน	lay down	Cognate with Arem anam ("to brood").  Compare Proto-Katuic *-nam (whence Pacoh panám (“to set on eggs, to brood”)) and Proto-Khmuic *gnəm (“to hatch or brood eggs”). to lie (be in a horizontal position on a surface)
想	1743	314	U+60F3	1	tưởng	to think	FALSE			
句𡀯	922	315		2	câu chuyện	tale, story				
句𡀯	1683	315		2	câu chuyện	tale, story				
沔	1753	316	U+6C94	1	miền	region; district	TRUE			
屬	1757	317	U+5C6C	1	thuộc	to belong to, subordinate of; to know by heart; to tan	FALSE			
注	1765	318	U+6CE8	1	chú	uncle; 【to focus, to concentrate】*	FALSE			
排	1769	319	U+6392	1	bài	lecture	FALSE			
𨖅	1776	320	U+28585	1	sang	to cross; to transfer; across, over	TRUE			
鐄	1781	321	U+9404	1	vàng	gold; yellow	TRUE			
旬	1785	322	U+65EC	1	tuần	week; ten-day period	FALSE			
眾	1788	323	U+773E	1	chúng	masses; multitude	FALSE			
𣛠	1792	324	U+236E0	1	máy	machine; engine	TRUE			
金	1796	325	U+91D1	1	kim	【gold, metal】*	FALSE	เข็ม	needle	Sinitic
今	1802	325	U+4ECA	1	kim	【today】*	FALSE	เข็ม	needle	Sinitic
洲	1805	326	U+6D32	1	châu	continent	FALSE			
珠	1818	326	U+73E0	1	châu	【gem, pearl, precious stone】*	FALSE			
山	1820	328	U+5C71	1	sơn	【mountain; mountains】*	FALSE			
𡥙	1823	329	U+21959	1	cháu	grandchild, grandchildren, grandson, granddaughter	TRUE			
菭	1824	330	U+83ED	1	đầy	full, completely filled	TRUE			
日	1828	331	U+65E5	1	nhật	sun; Japan; japanese	FALSE			
𠁂	1836	332	U+20042	1	đứa	(person of low rank), bloke, lad, guy	TRUE			
𨱽	1838	333	U+28C7D	1	dài	long	TRUE			
樂	1841	334	U+6A02	1	nhạc	music	FALSE			
出版	1479	335		2	xuất bản	to publish				
出版	3640	335		2	xuất bản	to publish				
班	1844	336	U+73ED	1	ban	time, shift	FALSE			
都	1852	337	U+90FD	1	đô	【capital city, metropolis】*	FALSE			
𣎀	1861	338	U+23380	1	đêm	night	TRUE			
娘	1863	340	U+5A18	1	nàng	she; her	FALSE			
詩	1866	341	U+8A69	1	thi	poetry	FALSE			
試	1868	341	U+8A66	1	thi	to compete, to race, to take an examination	FALSE			
警察	2480	342		2	cảnh sát	police				
曉	1871	343	U+66C9	1	hiểu	to understand	FALSE			
研究	3050	344		2	nghiên cứu	to study; to examine				
研究	3897	344		2	nghiên cứu	to study; to examine				
西	1874	346	U+897F	1	tây	west; western	FALSE			
如勢	152	348		2	như thế	like this, like that; thus, so				
如勢	814	348		2	như thế	like this, like that; thus, so				
噠	1884	349	U+5660	1	đặt	to order, to command; to invent	FALSE			
評	1888	351	U+8A55	1	bình	【to criticize】*	FALSE			
瓶	1890	351	U+74F6	1	bình	vase, vessel, jar	FALSE			
𨷶	1892	352	U+28DF6	1	cửa	door, gate, entrance	TRUE			
義	1897	353	U+7FA9	1	nghĩa	meaning	FALSE			
𠬃	1908	354	U+20B03	1	bỏ	to leave, to abandon, to neglect; to let, to put	TRUE			
𥹰	1915	355	U+25E70	1	lâu	long, long time, long while	TRUE			
扒頭	638	356		2	bắt đầu	to begin, to start				
扒頭	2133	356		2	bắt đầu	to begin, to start				
房	1923	357	U+623F	1	phòng	room, chamber	FALSE			
防	1929	357	U+9632	1	phòng	【to prevent】*	FALSE			
位	1935	358	U+4F4D	1	vị	【measure word for persons; throne; seat; rank, status】*	FALSE			
味	1938	358	U+5473	1	vị	【flavor, taste】*	FALSE			
𠹲	1941	359	U+20E72	1	chứ	certainly, of course	TRUE			
𡗋	1943	360	U+215CB	1	lắm	very	TRUE	หลาย	very	From Proto-Tai *ʰlaːjᴬ (“many; much”), from Old Chinese 多 (OC *[t.l]ˤaj) (B-S). Cognate with Northern Thai ᩉ᩠ᩃᩣ᩠ᨿ, Lao ຫຼາຍ (lāi), Lü ᦜᦻ (l̇aay), Khün ᩉ᩠ᩃᩣ᩠ᨿ, Shan လၢႆ (lǎay), Bouyei laail, Zhuang lai, Saek หล่าย. Compare Jizhao laːi²¹.
𡦂	1945	361	U+21982	1	chữ	letter (of a script or alphabet); writing system, script; word	TRUE			
實現	910	362		2	thực hiện	to realize, to carry out				
實現	2120	362		2	thực hiện	to realize, to carry out				
塊	1954	363	U+584A	1	khỏi	to escape, to prevent	FALSE			
𣷷	1956	364	U+23DF7	1	biển	ocean	TRUE			
秋	1962	365	U+79CB	1	thu	autumn, fall	FALSE			
雖然	2812	366		2	tuy nhiên	however, but				
雖然	3765	366		2	tuy nhiên	however, but				
求	1967	367	U+6C42	1	cầu	【to seek, to demand】*	FALSE			
𤎜	1973	369	U+2439C	1	sáng	bright, light, clear; morning	TRUE	แสง	shine	From Proto-Vietic *p-laːŋʔ (“bright”) (in which *pl- had changed to *pʰr- and from there developed to its current form), from Proto-Mon-Khmer *plaaŋʔ. Cognates with láng (in sáng láng), Tho [Cuối Chăm] blaːŋ³. Compare also Thai ปลั่ง (bplàng).  Cognate with Old Khmer សេង (sēṅa, seṅ, “radiance, brilliance; luster, gleam; etc”), modern Khmer សែង (saeng), Northern Thai ᩈᩯ᩠ᨦ, Lao ແສງ (sǣng), Lü ᦶᦉᧂ (ṡaeng), Ahom 𑜏𑜢𑜂𑜫 (siṅ).  
𧼋	1980	370	U+27F0B	1	chạy	to run	TRUE			
蹎	1984	371	U+8E4E	1	chân	foot, leg	TRUE			
呈	1990	372	U+5448	1	trình	to submit, to show, to present	FALSE			
程	1991	372	U+7A0B	1	trình	schedule, agenda	FALSE			
𪰂	1995	374	U+2AC02	1	phía	direction, way	TRUE			
藝士	2374	375		2	nghệ sĩ	artist				
藝士	2466	375		2	nghệ sĩ	artist				
𤤰	2001	376	U+24930	1	vua	king	TRUE			
𡢐妬	145	377		2	sau đó	after that				
𡢐妬	413	377		2	sau đó	after that				
人	2003	378	U+4EBA	1	nhân	【person, people; man, mankind】*	FALSE			
仁	2021	378	U+4EC1	1	nhân	kernel, filling; 【humane】*	FALSE			
保	2026	379	U+4FDD	1	bảo	【to protect, to safeguard】*	FALSE			
𠸒	2033	379	U+20E12	1	bảo	to say	TRUE			
名	2034	380	U+540D	1	danh	name	FALSE			
區	2036	381	U+5340	1	khu	area, district, zone	FALSE			
文學	723	384		2	văn học	literature				
文學	1164	384		2	văn học	literature				
立	2040	385	U+7ACB	1	lập	to form, to establish, to set up	FALSE			
術	2042	386	U+8853	1	thuật	art, technique	FALSE			
賴	2048	387	U+8CF4	1	trái	left; to the left	FALSE	ซ้าย	left	From Proto-Vietic *k-laːjʔ, from Proto-Mon-Khmer *klaj(ʔ) ~ *klaaj(ʔ) (“to change”), cognate with Muong tlải, Khmer ក្លាយ (klaay, “to change”), Mon ကၠဲာ (klai , “to translate”). Compare also Thai กลาย (glaai), Lao ກາຍ (kāi). From Old Chinese 左 (OC *ʔsaːlʔ, *ʔsaːls). Cognate with Lao ຊ້າຍ (sāi), Shan သၢႆႉ (sâ̰ay), Ahom 𑜏𑜩 (say), Bouyei soix, Zhuang swix.
𣛤	2050	387	U+236E4	1	trái	fruit	TRUE	ซ้าย	left	From Proto-Vietic *k-laːjʔ, from Proto-Mon-Khmer *klaj(ʔ) ~ *klaaj(ʔ) (“to change”), cognate with Muong tlải, Khmer ក្លាយ (klaay, “to change”), Mon ကၠဲာ (klai , “to translate”). Compare also Thai กลาย (glaai), Lao ກາຍ (kāi). From Old Chinese 左 (OC *ʔsaːlʔ, *ʔsaːls). Cognate with Lao ຊ້າຍ (sāi), Shan သၢႆႉ (sâ̰ay), Ahom 𑜏𑜩 (say), Bouyei soix, Zhuang swix.
強	2052	389	U+5F37	1	càng	the ... the; all the more	FALSE			
玉	2053	390	U+7389	1	ngọc	gemstone, gem, jewel	FALSE			
客	2055	391	U+5BA2	1	khách	guest, visitor	FALSE			
噲	2063	392	U+5672	1	gọi	to call	TRUE			
龍	2068	393	U+9F8D	1	rồng	dragon	FALSE			
使用	1381	394		2	sử dụng	to use, to utilize, to employ				
使用	3326	394		2	sử dụng	to use, to utilize, to employ				
喝	2072	395	U+559D	1	hét	to scream, to cry	FALSE			
欱	2074	395	U+6B31	1	hát	to sing	TRUE			
𠄧	2077	396	U+20127	1	vài	some, several, quite a few	TRUE			
統	2079	397	U+7D71	1	thống	【to unite; to control】*	FALSE			
𨷑	2083	398	U+28DD1	1	mở	to open	TRUE			
遊歷	3631	399		2	du lịch	to travel				
朝	2088	401	U+671D	1	chiều	direction; dimension, side	FALSE			
公	2095	402	U+516C	1	công	public; common	FALSE			
𨀈	2104	403	U+28008	1	bước	step, pace; to step, to pace	TRUE			
終	2106	404	U+7D42	1	chung	common, general, public, shared	FALSE			
𢮪	2112	405	U+22BAA	1	chọn	to select, to choose	TRUE			
少	2115	406	U+5C11	1	thiếu	to lack	FALSE			
現	2119	407	U+73FE	1	hiện	to appear	FALSE			
𨅸	2127	408	U+28178	1	đứng	to stand	TRUE			
扒	2132	409	U+6252	1	bắt	to catch	FALSE			
孟	2137	410	U+5B5F	1	mạnh	strong, powerful	FALSE			
𡮣	2140	411	U+21BA3	1	bé	small, little, tiny	TRUE			
包𣇞	1612	412		2	bao giờ	when; ever				
包𣇞	3068	412		2	bao giờ	when; ever				
視	2146	413	U+8996	1	thị	【to look, to see】*	FALSE			
示	2148	413	U+793A	1	thị	【to show, to demonstrate】*	FALSE			
市	2150	413	U+5E02	1	thị	【city; market; town; trade】*	FALSE			
急	2156	414	U+6025	1	gấp	pressing, urgent, hurry	FALSE			
級	2158	414	U+7D1A	1	cấp	rank, level, class; (school) grade	FALSE			
和	2161	415	U+548C	1	hoà	【harmony, peace】*	FALSE			
𣇜	2164	416	U+231DC	1	buổi	time of day; time, period, duration; working shift	TRUE			
𢞂	2167	419	U+22782	1	buồn	sad, melancholic	TRUE			
蘭	2173	420	U+862D	1	lan	orchid	FALSE			
跢	2176	421	U+8DE2	1	đá	to kick	TRUE			
𥒥	2180	421	U+254A5	1	đá	stone; rock	TRUE			
章程	1992	422		2	chương trình	programme, schedule; computer program, software				
章程	3483	422		2	chương trình	programme, schedule; computer program, software				
幅幀	1004	423		2	bức tranh	picture, painting				
幅幀	1370	423		2	bức tranh	picture, painting				
舅	2184	425	U+8205	1	cậu	uncle (mother's brother); young man	FALSE			
𡏦𥩯	2967	426		2	xây dựng	to build, to construct				
𡏦𥩯	3062	426		2	xây dựng	to build, to construct				
制	2185	427	U+5236	1	chế	to prepare (medicine); to pour (water); 【to regulate; system】*	FALSE			
𨔈	2187	427	U+28508	1	chơi	to play	TRUE			
問題	3504	428		2	vấn đề	problem, matter, question, issue				
問題	3799	428		2	vấn đề	problem, matter, question, issue				
物	2193	430	U+7269	1	vật	thing, object	FALSE			
𫇰	2208	431	U+2B1F0	1	cũ	old; ancient; second-hand	TRUE	เก่า	old (things)	Non-Sino-Vietnamese reading of Chinese 古 (“old”, SV: cổ). Doublet of cổ.
連	2211	432	U+9023	1	liên	【to connect】*	FALSE			
聯	2214	432	U+806F	1	liên	【to join, to associate】*	FALSE			
𢘾	2222	433	U+2263E	1	nhờ	to commission, to resort to; thanks to, owing to	TRUE			
吒	2224	434	U+5412	1	cha	father	FALSE			
廚	2227	435	U+5EDA	1	chùa	buddhist temple	FALSE			
家	2230	436	U+5BB6	1	gia	【house, home; family】*	FALSE			
加	2239	436	U+52A0	1	gia	to increase, to add	FALSE			
電	2245	437	U+96FB	1	điện	electricity	FALSE			
發展	3156	438		2	phát triển	to develop, to grow, to expand				
發展	3708	438		2	phát triển	to develop, to grow, to expand				
香	2252	440	U+9999	1	hương	perfume; fragrancy	FALSE			
鄉	2255	440	U+9109	1	hương	【rural, village】*	FALSE			
情𢞅	1054	441		2	tình yêu	love; passion				
情𢞅	1257	441		2	tình yêu	love; passion				
𠖤	2258	442	U+205A4	1	bay	to fly	TRUE	บิน	fly	From Proto-Vietic *pər, from Proto-Mon-Khmer *par; cognates include Muong păl, Bahnar păr, Pacoh pár and Mon ပဝ် (pɔ).
𢗼	2262	443	U+225FC	1	lo	to worry, to take care of	TRUE			
𣊾𣇞	1613	444		2	bây giờ	now, right now; nowadays				
𣊾𣇞	3885	444		2	bây giờ	now, right now; nowadays				
隊	2264	446	U+968A	1	đội	to wear (on the head); team	FALSE			
參加	2240	447		2	tham gia	to take part, to attend				
參加	2682	447		2	tham gia	to take part, to attend				
𡊲	2271	448	U+212B2	1	chỗ	place, space, room, spot	TRUE			
𨤔	2274	449	U+28914	1	vẻ	look, appearance	TRUE			
定	2278	450	U+5B9A	1	định	to intend to, to decide	FALSE			
唭	2288	451	U+552D	1	cười	to laugh; to smile	TRUE			
增	2290	452	U+589E	1	tăng	to increase, to augment	FALSE			
生	2292	453	U+751F	1	sinh	life; birth	FALSE			
太	2308	455	U+592A	1	thái	【very, much; big; extreme】*	FALSE			
度	2313	456	U+5EA6	1	độ	degree, measure	FALSE			
如丕	153	458		2	như vậy	like that; thus; so				
如丕	1304	458		2	như vậy	like that; thus; so				
𡖡	2320	459	U+215A1	1	nhóm	to group, to aggregate, to concentrate	TRUE			
𫀅	2322	462	U+2B005	1	coi	to look; to watch	TRUE			
軍	2324	464	U+8ECD	1	quân	army, military	FALSE			
價値	1584	466		2	giá trị	value, worth				
價値	3100	466		2	giá trị	value, worth				
𤖹	2330	467	U+245B9	1	lớp	class; layer, coat	TRUE			
𠦳	2333	468	U+209B3	1	nghìn	thousand	TRUE			
安	2335	469	U+5B89	1	an	safe; secure; peaceful	FALSE			
局𠁀	394	470		2	cuộc đời	life, existence				
局𠁀	1509	470		2	cuộc đời	life, existence				
仉	2338	471	U+4EC9	1	kẻ	man, person, he	TRUE			
病	2342	472	U+75C5	1	bệnh	ill, sick; disease	FALSE			
洋	2345	473	U+6D0B	1	dương	ocean, sea	FALSE			
回	2355	474	U+56DE	1	hồi	to return	FALSE			
徊	2365	474	U+5F8A	1	hồi	time, period; when, at (some time)	FALSE			
藝	2372	475	U+85DD	1	nghề	work, craft; occupation, profession	FALSE			
一𪜀	6	476		2	nhất là	foremost				
一𪜀	582	476		2	nhất là	foremost				
𥪝欺	51	478		2	trong khi	while, meanwhile				
𥪝欺	167	478		2	trong khi	while, meanwhile				
彈翁	106	479		2	đàn ông	man, adult male person				
彈翁	3166	479		2	đàn ông	man, adult male person				
𠊟	2378	480	U+2029F	1	thằng	guy, boy, man; (form of address for male third-person, singular)	TRUE			
堆	2381	481	U+5806	1	đôi	pair, couple; double	FALSE			
𠭤	2388	483	U+20B64	1	trả	to return, to pay back	TRUE			
全	2391	484	U+5168	1	toàn	all, whole, entire	FALSE			
柴	2393	485	U+67F4	1	None		FALSE			
最	2395	486	U+6700	1	tối	night; dark; obscure; 【extremely, exceedingly】*	FALSE			
中心	879	487		2	trung tâm	center, institute				
中心	1523	487		2	trung tâm	center, institute				
滝	2406	488	U+6EDD	1	sông	river	TRUE			
紅	2410	489	U+7D05	1	hồng	rose, pink; rosy	FALSE			
印	2413	491	U+5370	1	in	to print	FALSE			
打	2419	492	U+6253	1	đánh	to beat, to hit; to fight, to combat, to play	FALSE			
𠃣	2429	493	U+200E3	1	ít	less; little; few	TRUE			
飛	2440	494	U+98DB	1	phi	【to fly】*	FALSE			
箕	2445	495	U+7B95	1	kia	that, the other	FALSE			
博	2451	496	U+535A	1	bác	【extensive, comprehensive, wide, broad, rich; to gamble】*	FALSE			
伯	2456	496	U+4F2F	1	bác	uncle; aunt	FALSE			
艚	2458	497	U+825A	1	tàu	ship, boat	FALSE			
決定	2279	498		2	quyết định	to decide; to resolve				
決定	3830	498		2	quyết định	to decide; to resolve				
區域	2037	499		2	khu vực	zone, area				
區域	3196	499		2	khu vực	zone, area				
邦	2460	500	U+90A6	1	bang	nation, country, state	FALSE			
遺産	3820	502		2	di sản	heritage				
士	2465	504	U+58EB	1	sĩ	scholar; feudal intellectual	FALSE			
景	2474	507	U+666F	1	cảnh	scene, scenery; landscape	FALSE			
警	2479	507	U+8B66	1	cảnh	【guard】*	FALSE			
接俗	2649	509		2	tiếp tục	continuous, successive				
接俗	3234	509		2	tiếp tục	continuous, successive				
關重	1385	510		2	quan trọng	important				
關重	1430	510		2	quan trọng	important				
預	2482	511	U+9810	1	dự	【before, in advance】*	FALSE			
化	2488	512	U+5316	1	hoá	to become, to change, to transform	FALSE			
𤽸	2493	513	U+24F78	1	trắng	white, clear, bare, blank	TRUE			
台𢷮	2878	514		2	thay đổi	to change, to modify				
台𢷮	3251	514		2	thay đổi	to change, to modify				
黨	2495	515	U+9EE8	1	đảng	party; gang, band	FALSE			
苦	2500	516	U+82E6	1	khổ	painful, hard, bitter	FALSE			
𧁷	2501	516	U+27077	1	khó	difficult	TRUE			
命	2508	517	U+547D	1	mạng	fate; destiny	FALSE			
界	2512	518	U+754C	1	giới	limit; world; society	FALSE			
阿	2519	519	U+963F	1	a	【prefix in people's name】*	FALSE			
偨	2522	520	U+5068	1	thầy	teacher, master; father, dad	TRUE			
讀者	1070	522		2	độc giả	reader				
讀者	3224	522		2	độc giả	reader				
仕𫥨	183	525		2	xảy ra	to happen, to occur				
仕𫥨	3904	525		2	xảy ra	to happen, to occur				
糝	2526	526	U+7CDD	1	tấm	broken rice	FALSE			
𤗲	2528	526	U+245F2	1	tấm	board, tile, sheet; mat, blanket, cover	TRUE			
䏾	2530	528	U+43FE	1	bụng	abdomen	TRUE	พุง	belly	From Proto-Vietic *buːŋʔ, from Proto-Mon-Khmer *buŋ() ~ *buuŋʔ. Cognate with Khmer ពុង (pung), Mon ဗုၚ် (pɜ̀ŋ), Thai พุง (pung).  In Vietnamese culture, instead of "heart", traditionally "belly, abdomen" was considered to be where people harbor their feelings and emotions. See also lòng (“intestine”) and dạ (“belly, stomach”).
𩃳	2534	528	U+290F3	1	bóng	shadow; reflection (of an image)	TRUE			
𣈖	2536	528	U+23216	1	bóng	ball, bulb	TRUE			
𤊡	2545	528	U+242A1	1	bóng	lustrous, glossy, glittering, sparkling, radiant	TRUE			
大學	1165	529		2	đại học	university; higher education				
大學	1594	529		2	đại học	university; higher education				
払	2549	530	U+6255	1	chàng	young gentleman; large bladed chisel	TRUE			
𧆄	2552	531	U+27184	1	thuốc	medicine, remedy, medicament; drug	TRUE			
襖	2557	532	U+8956	1	áo	blouse, shirt, jacket	FALSE			
奥	2561	532	U+5965	1	áo	Austria; austrian	FALSE			
𠸗	2562	535	U+20E17	1	xưa	ancient, old	TRUE			
經濟	2974	536		2	kinh tế	economy				
經濟	2991	536		2	kinh tế	economy				
役爫	235	541		2	việc làm	job, employment, work; act, deed, action				
役爫	318	541		2	việc làm	job, employment, work; act, deed, action				
劍	2570	542	U+528D	1	kiếm	sword	FALSE			
庭	2574	544	U+5EAD	1	đình	communal house in the village	FALSE			
停	2578	544	U+505C	1	đừng	don't, do not	FALSE			
光	2580	545	U+5149	1	quang	clear; brilliant	FALSE			
蘿	2581	547	U+863F	1	lá	leaf	FALSE			
𠹾	2584	548	U+20E7E	1	chịu	to sustain, to accept, to bear, to stand	TRUE			
聰	2589	549	U+8070	1	thông	【intelligent; bright】*	FALSE			
