number	Freq.	Unicode	Text	syllables	QN	English
2158	414.00	U+7D1A	級	1	cấp	rank, level, class; (school) grade
2161	415.00	U+548C	和	1	hoà	【harmony, peace】*
2164	416.00	U+231DC	𣇜	1	buổi	time of day; time, period, duration; working shift
2167	419.00	U+22782	𢞂	1	buồn	sad, melancholic
2173	420.00	U+862D	蘭	1	lan	orchid
2176	421.00	U+8DE2	跢	1	đá	to kick
2180	421.00	U+254A5	𥒥	1	đá	stone; rock
1992	422.00		章程	2	chương trình	programme, schedule; computer program, software
3483	422.00		章程	2	chương trình	programme, schedule; computer program, software
1004	423.00		幅幀	2	bức tranh	picture, painting
1370	423.00		幅幀	2	bức tranh	picture, painting
2184	425.00	U+8205	舅	1	cậu	uncle (mother's brother); young man
2967	426.00		𡏦𥩯	2	xây dựng	to build, to construct
3062	426.00		𡏦𥩯	2	xây dựng	to build, to construct
2185	427.00	U+5236	制	1	chế	to prepare (medicine); to pour (water); 【to regulate; system】*
2187	427.00	U+28508	𨔈	1	chơi	to play
3504	428.00		問題	2	vấn đề	problem, matter, question, issue
3799	428.00		問題	2	vấn đề	problem, matter, question, issue
2193	430.00	U+7269	物	1	vật	thing, object
2208	431.00	U+2B1F0	𫇰	1	cũ	old; ancient; second-hand
2211	432.00	U+9023	連	1	liên	【to connect】*
2214	432.00	U+806F	聯	1	liên	【to join, to associate】*
2222	433.00	U+2263E	𢘾	1	nhờ	to commission, to resort to; thanks to, owing to
2224	434.00	U+5412	吒	1	cha	father
2227	435.00	U+5EDA	廚	1	chùa	buddhist temple
2230	436.00	U+5BB6	家	1	gia	【house, home; family】*
2239	436.00	U+52A0	加	1	gia	to increase, to add
2245	437.00	U+96FB	電	1	điện	electricity
3156	438.00		發展	2	phát triển	to develop, to grow, to expand
3708	438.00		發展	2	phát triển	to develop, to grow, to expand
2252	440.00	U+9999	香	1	hương	perfume; fragrancy
2255	440.00	U+9109	鄉	1	hương	【rural, village】*
1054	441.00		情𢞅	2	tình yêu	love; passion
1257	441.00		情𢞅	2	tình yêu	love; passion
2258	442.00	U+205A4	𠖤	1	bay	to fly
2262	443.00	U+225FC	𢗼	1	lo	to worry, to take care of
1613	444.00		𣊾𣇞	2	bây giờ	now, right now; nowadays
3885	444.00		𣊾𣇞	2	bây giờ	now, right now; nowadays
2264	446.00	U+968A	隊	1	đội	to wear (on the head); team
2240	447.00		參加	2	tham gia	to take part, to attend
2682	447.00		參加	2	tham gia	to take part, to attend
2271	448.00	U+212B2	𡊲	1	chỗ	place, space, room, spot
2274	449.00	U+28914	𨤔	1	vẻ	look, appearance
2278	450.00	U+5B9A	定	1	định	to intend to, to decide
2288	451.00	U+552D	唭	1	cười	to laugh; to smile
2290	452.00	U+589E	增	1	tăng	to increase, to augment
2292	453.00	U+751F	生	1	sinh	life; birth
2308	455.00	U+592A	太	1	thái	【very, much; big; extreme】*
2313	456.00	U+5EA6	度	1	độ	degree, measure
153	458.00		如丕	2	như vậy	like that; thus; so
1304	458.00		如丕	2	như vậy	like that; thus; so
2320	459.00	U+215A1	𡖡	1	nhóm	to group, to aggregate, to concentrate
2322	462.00	U+2B005	𫀅	1	coi	to look; to watch
2324	464.00	U+8ECD	軍	1	quân	army, military
1584	466.00		價値	2	giá trị	value, worth
3100	466.00		價値	2	giá trị	value, worth
2330	467.00	U+245B9	𤖹	1	lớp	class; layer, coat
2333	468.00	U+209B3	𠦳	1	nghìn	thousand
2335	469.00	U+5B89	安	1	an	safe; secure; peaceful
394	470.00		局𠁀	2	cuộc đời	life, existence
1509	470.00		局𠁀	2	cuộc đời	life, existence
2338	471.00	U+4EC9	仉	1	kẻ	man, person, he
2342	472.00	U+75C5	病	1	bệnh	ill, sick; disease
2345	473.00	U+6D0B	洋	1	dương	ocean, sea
2355	474.00	U+56DE	回	1	hồi	to return
2365	474.00	U+5F8A	徊	1	hồi	time, period; when, at (some time)
2372	475.00	U+85DD	藝	1	nghề	work, craft; occupation, profession
6	476.00		一𪜀	2	nhất là	foremost
582	476.00		一𪜀	2	nhất là	foremost
51	478.00		𥪝欺	2	trong khi	while, meanwhile
167	478.00		𥪝欺	2	trong khi	while, meanwhile
106	479.00		彈翁	2	đàn ông	man, adult male person
3166	479.00		彈翁	2	đàn ông	man, adult male person
2378	480.00	U+2029F	𠊟	1	thằng	guy, boy, man; (form of address for male third-person, singular)
2381	481.00	U+5806	堆	1	đôi	pair, couple; double
2388	483.00	U+20B64	𠭤	1	trả	to return, to pay back
2391	484.00	U+5168	全	1	toàn	all, whole, entire
2393	485.00	U+67F4	柴	1	None	
2395	486.00	U+6700	最	1	tối	night; dark; obscure; 【extremely, exceedingly】*
879	487.00		中心	2	trung tâm	center, institute
1523	487.00		中心	2	trung tâm	center, institute
2406	488.00	U+6EDD	滝	1	sông	river
2410	489.00	U+7D05	紅	1	hồng	rose, pink; rosy
2413	491.00	U+5370	印	1	in	to print
2419	492.00	U+6253	打	1	đánh	to beat, to hit; to fight, to combat, to play
2429	493.00	U+200E3	𠃣	1	ít	less; little; few
2440	494.00	U+98DB	飛	1	phi	【to fly】*
2445	495.00	U+7B95	箕	1	kia	that, the other
2451	496.00	U+535A	博	1	bác	【extensive, comprehensive, wide, broad, rich; to gamble】*
2456	496.00	U+4F2F	伯	1	bác	uncle; aunt
2458	497.00	U+825A	艚	1	tàu	ship, boat
2279	498.00		決定	2	quyết định	to decide; to resolve
3830	498.00		決定	2	quyết định	to decide; to resolve
2037	499.00		區域	2	khu vực	zone, area
3196	499.00		區域	2	khu vực	zone, area
2460	500.00	U+90A6	邦	1	bang	nation, country, state
3820	502.00		遺産	2	di sản 	heritage
2465	504.00	U+58EB	士	1	sĩ	scholar; feudal intellectual
2474	507.00	U+666F	景	1	cảnh	scene, scenery; landscape
2479	507.00	U+8B66	警	1	cảnh	【guard】*
2649	509.00		接俗	2	tiếp tục	continuous, successive
3234	509.00		接俗	2	tiếp tục	continuous, successive
1385	510.00		關重	2	quan trọng	important
1430	510.00		關重	2	quan trọng	important
2482	511.00	U+9810	預	1	dự	【before, in advance】*
2488	512.00	U+5316	化	1	hoá	to become, to change, to transform
2493	513.00	U+24F78	𤽸	1	trắng	white, clear, bare, blank
2878	514.00		台𢷮	2	thay đổi	to change, to modify
3251	514.00		台𢷮	2	thay đổi	to change, to modify
2495	515.00	U+9EE8	黨	1	đảng	party; gang, band
2500	516.00	U+82E6	苦	1	khổ	painful, hard, bitter
2501	516.00	U+27077	𧁷	1	khó	difficult
2508	517.00	U+547D	命	1	mạng	fate; destiny
2512	518.00	U+754C	界	1	giới	limit; world; society
2519	519.00	U+963F	阿	1	a	【prefix in people's name】*
2522	520.00	U+5068	偨	1	thầy	teacher, master; father, dad
1070	522.00		讀者	2	độc giả	reader
3224	522.00		讀者	2	độc giả	reader
183	525.00		仕𫥨	2	xảy ra	to happen, to occur
3904	525.00		仕𫥨	2	xảy ra	to happen, to occur
2526	526.00	U+7CDD	糝	1	tấm	broken rice
2528	526.00	U+245F2	𤗲	1	tấm	board, tile, sheet; mat, blanket, cover
2530	528.00	U+43FE	䏾	1	bụng	abdomen
2534	528.00	U+290F3	𩃳	1	bóng	shadow; reflection (of an image)
2536	528.00	U+23216	𣈖	1	bóng	ball, bulb
2545	528.00	U+242A1	𤊡	1	bóng	lustrous, glossy, glittering, sparkling, radiant
1165	529.00		大學	2	đại học	university; higher education
1594	529.00		大學	2	đại học	university; higher education
2549	530.00	U+6255	払	1	chàng	young gentleman; large bladed chisel
2552	531.00	U+27184	𧆄	1	thuốc	medicine, remedy, medicament; drug
2557	532.00	U+8956	襖	1	áo	blouse, shirt, jacket
2561	532.00	U+5965	奥	1	áo	Austria; austrian
2562	535.00	U+20E17	𠸗	1	xưa	ancient, old
2974	536.00		經濟	2	kinh tế	economy
2991	536.00		經濟	2	kinh tế	economy
235	541.00		役爫	2	việc làm	job, employment, work; act, deed, action
318	541.00		役爫	2	việc làm	job, employment, work; act, deed, action
2570	542.00	U+528D	劍	1	kiếm	sword
2574	544.00	U+5EAD	庭	1	đình	communal house in the village
2578	544.00	U+505C	停	1	đừng	don't, do not
2580	545.00	U+5149	光	1	quang	clear; brilliant
2581	547.00	U+863F	蘿	1	lá	leaf
2584	548.00	U+20E7E	𠹾	1	chịu	to sustain, to accept, to bear, to stand
2589	549.00	U+8070	聰	1	thông	【intelligent; bright】*
2591	549.00	U+901A	通	1	thông	【clear, open; common; to communicate】*
2595	550.00	U+624D	才	1	tài	talent, gift
2597	550.00	U+8CA1	財	1	tài	【wealth, richness】*
2601	550.00	U+6750	材	1	tài	【material, stuff】*
2604	551.00	U+5B50	子	1	tử	【child】*
2611	553.00	U+5BD4	寔	1	thiệt	really; true, real, genuine
168	554.00		𠓀欺	2	trước khi	before (at an earlier time)
591	554.00		𠓀欺	2	trước khi	before (at an earlier time)
2027	556.00		保衛	2	bảo vệ	to protect, to preserve; bodyguard, guard
3778	556.00		保衛	2	bảo vệ	to protect, to preserve; bodyguard, guard
2612	557.00	U+43E7	䏧	1	da	skin; leather; pelt
2615	560.00	U+6CB3	河	1	hà	river
361	561.00		𣈜𣎃	2	ngày tháng	date, date specification
691	561.00		𣈜𣎃	2	ngày tháng	date, date specification
2618	563.00	U+6B0A	權	1	quyền	right, power; authority
2625	564.00	U+7BC0	節	1	tết	festival, holiday
296	565.00		𡥵𡛔	2	con gái	girl; daughter
1632	565.00		𡥵𡛔	2	con gái	girl; daughter
2634	567.00	U+24F93	𤾓	1	trăm	hundred
2637	568.00	U+264C5	𦓅	1	già	old, aged
947	569.00		國際	2	quốc tế	international
2995	569.00		國際	2	quốc tế	international
2642	570.00	U+72AF	犯	1	phạm	to violate, to offend, to commit (a crime)
630	571.00		勢芇	2	thế nào	how
815	571.00		勢芇	2	thế nào	how
2646	572.00	U+2A773	𪝳	1	hắn	he; him (derogatory)
2648	574.00	U+63A5	接	1	tiếp	to continue, to proceed; to connect
3180	575.00		𢺺𢩿	2	chia sẻ	to share
3857	575.00		𢺺𢩿	2	chia sẻ	to share
485	577.00		坦渃	2	đất nước	home country, homeland
1216	577.00		坦渃	2	đất nước	home country, homeland
2651	578.00	U+9663	陣	1	trận	battle, fight
1312	582.00		𠭤𠳒	2	trả lời	to answer, to reply, to respond
2389	582.00		𠭤𠳒	2	trả lời	to answer, to reply, to respond
3381	588.00		幸福	2	hạnh phúc	happiness
3635	588.00		幸福	2	hạnh phúc	happiness
2657	591.00	U+885D	衝	1	xong	ready, finished, complete
2660	592.00	U+8B6F	譯	1	dịch	to translate, to decode
827	593.00		現𫢩	2	hiện nay	today, nowadays
2121	593.00		現𫢩	2	hiện nay	today, nowadays
1166	594.00		科學	2	khoa học	science
3383	594.00		科學	2	khoa học	science
7	595.00		噲𪜀	2	gọi là	provisionally, superficial
2064	595.00		噲𪜀	2	gọi là	provisionally, superficial
2661	596.00	U+9662	院	1	viện	institute; court
1431	601.00		機關	2	cơ quan	organ (of an organization)
2741	601.00		機關	2	cơ quan	organ (of an organization)
681	602.00		政府	2	chính phủ	gonvernment
3034	602.00		政府	2	chính phủ	gonvernment
2666	604.00	U+6491	撑	1	xanh	green; blue
2672	605.00	U+25409	𥐉	1	ngắn	short; abbreviate
1016	606.00		通信	2	thông tin	information; to inform, to broadcast informations
2592	606.00		通信	2	thông tin	information; to inform, to broadcast informations
2674	607.00	U+2629A	𦊚	1	bốn	four
2677	608.00	U+8CAA	貪	1	tham	to be greedy, to crave something
2681	608.00	U+53C3	參	1	tham	【to take part, to attend】*
2686	611.00	U+738B	王	1	vương	【king, ruler; royal】*
2694	612.00	U+795E	神	1	thần	【spirit, supernatural being】*
2699	613.00	U+6613	易	1	dễ	easy
2703	614.00	U+56C9	囉	1	la	to shout, to cry
2705	615.00	U+63A2	探	1	thăm	to visit
2122	616.00		出現	2	xuất hiện	to appear; appearance
3641	616.00		出現	2	xuất hiện	to appear; appearance
2710	617.00	U+5EAF	庯	1	phố	street that is built-up on both sides; avenue, boulevard
2715	621.00	U+9EF0	黰	1	đen	black
470	622.00		成功	2	thành công	to succeed
3060	622.00		成功	2	thành công	to succeed
2722	623.00	U+5F0F	式	1	thức	【type, style; system, formula】*
2729	625.00	U+9053	道	1	đạo	method, way; road, street
2733	629.00	U+5716	圖	1	đồ	thing, object; 【chart, map】*
2738	629.00	U+9014	途	1	đồ	【way, road, path】*
2740	632.00	U+6A5F	機	1	cơ	opportunity; 【machine, engine】*
2747	632.00	U+57FA	基	1	cơ	【foundation, base】*
2749	633.00	U+6D77	海	1	hải	【sea, ocean】*
2763	636.00	U+5E03	布	1	bố	linen, canvas, heavy duty fabric
2764	636.00	U+4F48	佈	1	bố	【publicize, announce】*
2768	636.00	U+2209E	𢂞	1	bố	father, dad
2770	637.00	U+2271D	𢜝	1	sợ	to fear, to be afraid
2771	638.00	U+5929	天	1	thiên	【sky, heaven】*
2779	641.00	U+4E3B	主	1	chủ	owner; chief; lord
2789	642.00	U+2847B	𨑻	1	đem	to bring; to carry
2791	643.00	U+57CB	埋	1	mai	【to bury】*
998	646.00		戰爭	2	chiến tranh	war, warfare
2997	646.00		戰爭	2	chiến tranh	war, warfare
2793	647.00	U+227D8	𢟘	1	chắc	sure; solid, firm, steady
2795	649.00	U+5FD7	志	1	chí	will, ambition
2797	651.00	U+3575	㕵	1	uống	to drink
2802	652.00	U+6307	指	1	chỉ	to show, to indicate, to instruct
2811	653.00	U+96D6	雖	1	tuy	though
159	654.00		自由	2	tự do	freedom; free
713	654.00		自由	2	tự do	freedom; free
2813	656.00	U+9996	首	1	thủ	【head】*
2818	656.00	U+624B	手	1	thủ	【hand】*
2820	657.00	U+9ED8	默	1	mặc	【silent, quiet; dark】*
2825	659.00	U+27E7C	𧹼	1	đỏ	red
2827	660.00	U+6CE3	泣	1	khắp	all, all of
2829	661.00	U+550F	唏	1	hơi	steam, air, gas; a little bit, slightly
2834	662.00	U+5E1D	帝	1	đấy	there
431	668.00		𠁀𤯩	2	đời sống	life, lifetime, living
1510	668.00		𠁀𤯩	2	đời sống	life, lifetime, living
2837	670.00	U+793E	社	1	xã	【society, company】*
2842	671.00	U+652F	支	1	chi	to spend money, to pay
204	674.00		𧿨吏	2	trở lại	to return; to come back
1419	674.00		𧿨吏	2	trở lại	to return; to come back
2844	675.00	U+21D80	𡶀	1	núi	mountain; hill
2849	678.00	U+264B9	𦒹	1	sáu	six
2851	680.00	U+65B9	方	1	phương	direction
2855	681.00	U+7D19	紙	1	giấy	paper
2502	682.00		𧁷巾	2	khó khăn	hard, difficult, troublesome
3717	682.00		𧁷巾	2	khó khăn	hard, difficult, troublesome
697	686.00		機會	2	cơ hội	opportunity, occasion, chance
2742	686.00		機會	2	cơ hội	opportunity, occasion, chance
2866	689.00	U+2C65E	𬙞	1	bảy	seven
2868	690.00	U+29D5C	𩵜	1	cá	fish
2873	691.00	U+4E9E	亞	1	Á	Asia (continent)
460	696.00		感𧡊	2	cảm thấy	to feel
3018	696.00		感𧡊	2	cảm thấy	to feel
2877	699.00	U+53F0	台	1	thay	to change, to replace
2880	700.00	U+28887	𨢇	1	rượu	liquor
2695	702.00		精神	2	tinh thần	mind, spirit, vigor
3373	702.00		精神	2	tinh thần	mind, spirit, vigor
2452	703.00		博士	2	bác sĩ	doctor, physician, general practitioner
2467	703.00		博士	2	bác sĩ	doctor, physician, general practitioner
1443	704.00		人員	2	nhân viên	employee; staff member; personnel
2004	704.00		人員	2	nhân viên	employee; staff member; personnel
2884	705.00	U+606F	息	1	tức	angry, upset; 【to rest, to end, to cease】*
2888	706.00	U+216A2	𡚢	1	to	big, large, wide
2890	708.00	U+20173	𠅳	1	quên	to forget
2893	713.00	U+5F15	引	1	dẫn	to conduct, to guide, to escort
2903	714.00	U+5F8B	律	1	luật	law, rule, regulation
1024	716.00		人民	2	nhân dân	people; country
2005	716.00		人民	2	nhân dân	people; country
2080	717.00		系統	2	hệ thống	system, network, net
3775	717.00		系統	2	hệ thống	system, network, net
3069	718.00		包饒	2	bao nhiêu	how much, how many
3888	718.00		包饒	2	bao nhiêu	how much, how many
2906	719.00	U+4E0A	上	1	thượng	【top, above, superior】*
2912	721.00	U+4B14	䬔	1	gió	wind; air
15	726.00		𠬠吝	2	một lần	once
709	726.00		𠬠吝	2	một lần	once
2919	728.00	U+5F90	徐	1	chờ	to wait
2483	730.00		預案	2	dự án	emergency plan; draft; project
3262	730.00		預案	2	dự án	emergency plan; draft; project
2922	732.00	U+898B	見	1	kiến	【to see】*
2925	733.00	U+52D5	動	1	động	to move
2935	735.00	U+202E5	𠋥	1	mày	you, your (informal)
2937	736.00	U+76E4	盤	1	bàn	table; to discuss
2947	736.00	U+642C	搬	1	bàn	【to transfer, to move】*
2949	743.00	U+5CF6	島	1	đảo	island
113	745.00		𧿨𧗱	2	trở về	to return, to come back
1420	745.00		𧿨𧗱	2	trở về	to return, to come back
2952	746.00	U+29179	𩅹	1	mưa	rain
2957	750.00	U+696D	業	1	nghiệp	profession; trade
2963	751.00	U+202FA	𠋺	1	tao	I, me, my (colloquial)
1432	753.00		聯關	2	liên quan	to concern so./sth.
2215	753.00		聯關	2	liên quan	to concern so./sth.
614	754.00		影響	2	ảnh hưởng	to influence; influence, effect, impact
3593	754.00		影響	2	ảnh hưởng	to influence; influence, effect, impact
1258	758.00		情感	2	tình cảm	sentiment, affection, emotions
3019	758.00		情感	2	tình cảm	sentiment, affection, emotions
2964	759.00	U+2846E	𨑮	1	mười	ten
2966	762.00	U+25A6F	𥩯	1	dựng	to erect, to raise, to set up, to put up
297	763.00		𡥵𤳇	2	con trai	boy; son
3014	763.00		𡥵𤳇	2	con trai	boy; son
2969	767.00	U+20C3A	𠰺	1	dạy	to teach, to educate, to train
2973	768.00	U+7D93	經	1	kinh	classic works, prayer book
2979	771.00	U+5C07	將	1	tướng	officer, general; minister
2981	774.00	U+7DA0	綠	1	lục	green
2984	775.00	U+2512C	𥄬	1	ngủ	to sleep, asleep
2990	776.00	U+6FDF	濟	1	tế	to run
2994	776.00	U+969B	際	1	tế	 【border, boundary】*
2996	777.00	U+6230	戰	1	chiến	war
3005	779.00	U+7112	焒	1	lửa	fire
989	781.00		排書	2	bài thơ	poem
1770	781.00		排書	2	bài thơ	poem
2096	783.00		公佈	2	công bố	to publish, to proclaim
2765	783.00		公佈	2	công bố	to publish, to proclaim
3013	784.00	U+24CC7	𤳇	1	trai	male; boy, young man
2852	785.00		地方	2	địa phương	region; regional
3597	785.00		地方	2	địa phương	region; regional
3104	786.00		結果	2	kết quả	result
3349	786.00		結果	2	kết quả	result
3017	789.00	U+611F	感	1	cảm	【to feel】*
3026	792.00	U+4F5B	佛	1	phật	Buddha
3032	793.00	U+54ED	哭	1	khóc	to cry, to weep, to shed tears
3033	794.00	U+5E9C	府	1	phủ	government; prefecture; prefect
3035	795.00	U+4E0D	不	1	bất	【non-, un-, not】*
3040	798.00	U+54C1	品	1	phẩm	【product, article】*
3049	799.00	U+7A76	究	1	cứu	【to examine, to investigate】*
3056	802.00	U+6797	林	1	lâm	【forest, woods】*
3059	804.00	U+529F	功	1	công	【achievement】*
682	808.00		政治	2	chính trị	politics, political
3088	808.00		政治	2	chính trị	politics, political
3061	810.00	U+213E6	𡏦	1	xây	to build
3063	812.00	U+62D6	拖	1	đỡ	to support, to relieve; to hold up
3067	819.00	U+5305	包	1	bao	bag; to wrap, to bundle
3078	821.00	U+9AD4	體	1	thể	【body】*
1056	822.00		要求	2	yêu cầu	to require, to ask
1968	822.00		要求	2	yêu cầu	to require, to ask
1444	831.00		生員	2	sinh viên	student
2293	831.00		生員	2	sinh viên	student
88	836.00		爫朱	2	làm cho	to cause sth., to provoke sth., to induce
236	836.00		爫朱	2	làm cho	to cause sth., to provoke sth., to induce
3087	837.00	U+6CBB	治	1	trị	to cure, to treat; 【to regulate, to administer】*
3099	837.00	U+5024	値	1	trị	【value, worth】*
3103	838.00	U+7D50	結	1	kết	to tie, to knot
3642	840.00		産出	2	sản xuất	to produce, to manufacture
3821	840.00		産出	2	sản xuất	to produce, to manufacture
3110	843.00	U+275B1	𧖱	1	máu	blood
828	844.00		𣋚𫢩	2	hôm nay	today
1641	844.00		𣋚𫢩	2	hôm nay	today
2123	849.00		發現	2	phát hiện	to discover; to excavate
3157	849.00		發現	2	phát hiện	to discover; to excavate
3113	854.00	U+5341	十	1	thập	【ten】*
3117	858.00	U+6B50	歐	1	âu	just, perhaps; 【european】*
1167	859.00		學生	2	học sinh	pupil; schoolboy; schoolgirl
2294	859.00		學生	2	học sinh	pupil; schoolboy; schoolgirl
3121	860.00	U+4ED9	仙	1	tiên	fairy, immortal
3123	860.00	U+5148	先	1	tiên	first, firstly
205	861.00		群吏	2	còn lại	to remain; remaining, other
216	861.00		群吏	2	còn lại	to remain; remaining, other
915	862.00		吒媄	2	cha mẹ	parents
2225	862.00		吒媄	2	cha mẹ	parents
3127	863.00	U+4E0B	下	1	hạ	to lower, to set down, to take down
304	864.00		在牢	2	tại sao	why
1281	864.00		在牢	2	tại sao	why
