index	sequence_index	section	thai	phonetic	register	definition	note	custom-note
249	9	13	เหมือนเป็นคนละคนเลย	mʉ̌an bpen kon-lá kon ləəi		She’s like a completely different person.		
250	10	13	ในสายตาผม	... (nai sǎai-dtaa pǒm…)		In my eyes… / From my point of view… / To me… / (You don’t look…) to me.		
251	11	13	หากต้องการข้อมูลเพิ่มเติม	...  (hàak dtɔ̂ng-gaan kɔ̂ɔ-muun pə̂əm-dtəəm…)	FORMAL	For more information… / If you need further information…		
252	12	13	ผมก็ไม่ว่า(อะไร)	pǒm gɔ̂ɔ mâi-wâa (à-rai)		It’s fine with me. / Feel free. / I don’t mind. (if you do it)		
253	13	13	ทีแรกคิดว่า	... (tii-rɛ̂ɛk kít-wâa…)		At first I thought…		
254	14	13	คงไม่หรอก	kong mâi rɔ̀ɔk		It’s not likely. / I don’t think so. / Probably not.		
255	15	13	ไม่ใช่เรื่องบังเอิญ	mâi-châi rʉ̂ang bang-əən		It’s not a coincidence. / It’s not just by chance.		
256	16	13	ถ้ายังงั้น	... (tâa yang-ngán…)		In that case… / So… / Well then…		
257	17	13	ทุกอย่างเปลี่ยนไป	túk-yàang bplìan bpai		Everything has changed. / Everything is different. / Everything changes.		
258	18	13	มันทำใจลำบาก	man tam-jai lam-bàak		It’s really hard! / This is really hard on me! (breaking up with someone, etc.)		
259	19	13	คุณทำเพื่ออะไร	kun tam pʉ̂a-à-rai		What did you do it for? / Why did you do it?	เพื่ออะไร (pʉ̂a-à-rai) means ‘for what reason’ or ‘why’.	
260	20	13	จำ(เขา)ได้ไหม	jam (kǎo) dâi mǎi		Do you remember (him)?		
261	1	14	ไม่เชื่อหรอก	mâi chʉ̂a rɔ̀ɔk		I don’t believe it! / I don’t believe you!		
262	2	14	อย่าไปเชื่อ(...)	yàa bpai chʉ̂a(…)		Don’t believe it/him! / Don’t believe…		
263	3	14	จะไม่มีใครเชื่อ	jà mâi mii krai chʉ̂a...		No one’s gonna believe you! / No one would believe you!		
264	4	14	ผมจัดการเอง	pǒm jàt-gaan eeng		I’ll take care of it myself. / I’ll do it myself.		
265	5	14	แค่อยากให้คุณรู้ว่า	... (kɛ̂ɛ yàak hâi kun rúu wâa...)		I just want you to know…		
266	6	14	มีโอกาส(สูง)มากที่	... mii oo-gàat (sǔung) mâak tîi...		There’s a good/great chance that… / It’s very likely that…		
267	7	14	อย่ารู้เลย	yàa rúu ləəi		It’s better if you don’t know. / You don’t wanna know!		
268	8	14	...อะไรประมาณนี้	...à-rai bprà-maan nií		…(or)something (like that).		
269	9	14	มาพอดีเลย	maa pɔɔ-dii ləəi		You’re just in time. / Speak of the devil—here she is/comes.		
270	10	14	ตกลง	…  (dtòk-long…)	INTERJECTION	So… / Okay... / Alright... (like ‘Tell me…’ when making a decision/conclusion)		
271	11	14	ฉันยกโทษให้	chǎn yók-tôot-hâi		I forgive you.		
272	12	14	คุณก็รู้ว่าผมคิดยังไง	kun gɔ̂ɔ rúu wâa pǒm kít yang-ngai		You know how I feel (about you).		
273	13	14	ไม่ต้องก็ได้	mâi-dtɔ̂ng gɔ̂ɔ-dâi		You don’t have to. / No need to. / Don’t bother.		
274	14	14	ไม่รู้จะซื้ออะไรดี	mâi-rúu jà sʉ́ʉ à-rai dii		I don’t what to buy. / I don’t know what I should buy.		
275	15	14	ทั้งวันทั้งคืน	táng wan táng kʉʉn		All day and all night / Night and day / Day and night		
276	16	14	อย่าลืมซื้อของฝาก	yàa lʉʉm sʉ́ʉ-kɔ̌ɔng fàak		Don’t forget to buy me something. / Don’t forget to buy me a souvenir.		
277	17	14	เพราะฉันใช่ไหม	prɔ́ chǎn châi-mǎi		Because of me, right? / Because of me?		
278	18	14	เทียบไม่ได้เลย / เทียบไม่ได้กับ	... (tîap mâi-dâi ləəi / tîap mâi-dâi gàp...)		It doesn’t compare at all. / I’m no match for (him). / That’s nothing compared to…		
279	19	14	คุณไม่มีสิทธิ์	... (kun mâi mii sìt...)		You have no right to… / You can’t just…		
280	20	14	ไม่อยากเชื่อเลย	mâi yàak chʉ̂a ləəi		Unbelievable! / It’s unbelievable.		
281	1	15	อย่าทำแบบนี้	yàa tam bɛ̀ɛp-níi		Don’t do this.		
282	2	15	อย่าทำแบบนั้น	yàa tam bɛ̀ɛp-nán		Don’t do that.		
283	3	15	อย่าทำแบบนี้กับฉัน	yàa tam bɛ̀ɛp-níi gàp chǎn		Don’t do this to me.		
284	4	15	อย่าทำแบบนี้อีก	yàa tam bɛ̀ɛp-níi ìik		Don’t do it again.		
285	5	15	เงียบมาก	ngîap mâak		It’s so quiet!		
286	6	15	เสียงดังมาก	sǐang-dang mâak		It’s so loud!		
287	7	15	โชคดีนะ(ค่ะ/ครับ)	chôok-dii ná (kà / kráp)		Good luck. / Take care.		
288	8	15	ขอบใจ	kɔ̀ɔp-jai		Thanks. (use older to younger or between close friends)		
289	9	15	ออกไป	ɔ̀ɔk bpai		Get out of here! / Get out!		
290	10	15	ไม่ต้องพูด	mâi dtɔ̂ng pûut		Don’t tell me (about it). / No need to mention that.		
291	11	15	ไม่อยากฟัง	mâi yàak fang		I don’t wanna hear (it).		
292	12	15	เป็นไปไม่ได้	bpen-bpai mâi-dâi		Impossible!; That’s impossible!		
293	13	15	เขาเป็นเพื่อนฉัน	kǎo bpen pʉ̂an chǎn		He’s my friend.		
294	14	15	นี่ไง	nîi ngai		Here it is.		
295	15	15	นี่ครับ/ค่ะ	nîi kráp / nîi kà		Here you are. (hands something to the listener)		
296	16	15	ยินดีเสมอ	yin-dii sà-mə̌ə		My pleasure. / You’re more than welcome. / It’s always a pleasure.		
297	17	15	มีเงินเก็บ	mii ngən-gèp		I have some money saved up.		
298	18	15	ปกติแล้ว	... (bpòk-gà-dtì lɛ́ɛo…)		Normally… / Usually… / Generally… / Typically…		
299	19	15	ไม่ต้องทอนนะ	mâi-dtɔ̂ng tɔɔn ná		Keep the change.		
300	20	15	รับอะไรเพิ่มไหม	ráp à-rai pə̂əm mǎi		Would you like anything else?		
301	1	16	ทำไม่เป็น	tam mâi-bpen		I don’t know how (to do it).		
302	2	16	มีอะไรหรือเปล่า	mii à-rai rʉ̌ʉ-bplàao	INFORMAL	What’s the matter? / What’s up? / What is it?		
303	3	16	เป็นอะไรของคุณ	bpen-à-rai kɔ̌ɔng kun	INFORMAL	What’s wrong with you?! / What happened to you?! / What’s your problem?!		
304	4	16	จะให้ผมทำยังไง	jà hâi pǒm tam yang-ngai		What do you want me to do?		
305	5	16	เขารับไม่ได้	kǎo ráp mâi-dâi		She can’t accept it. / She can’t handle it. / She can’t live with it.		
306	6	16	ไม่รู้ได้ยังไง	mâi rúu dâi yang-ngai	INFORMAL	How could you not know?		
307	7	16	ก็ยังดีกว่า	... (gɔ̂ɔ yang dii gwàa...)		Well, that’s (still) better than… / It beats…		
308	8	16	(แล้ว)จะเอายังไงต่อ	(lɛ́ɛo) jà ao yang-ngai dtɔ̀ɔ		(So) what now? / (So) what do we do now? / Now what?		
309	9	16	ไม่ต้องไปสนใจ(มัน)	mâi-dtɔ̂ng bpai sǒn-jai (man)	INFORMAL	Don’t let her bother you. / Don’t pay any attention (to what she says). / Just ignore her.	The pronoun มัน (man) is used in a derogatory way here, but it can also be casual.	
310	10	16	จะเอาเงินที่ไหน	... (jà ao ngən tîi-nǎi…)		Where are we gonna get the money to…? / How are we gonna afford…?		
311	11	16	ไม่ค่อยได้ใช้	mâi-kɔ̂i dâi chái		I hardly ever use it. / I haven’t used it very much. / I barely ever use it.		
312	12	16	เชื่อกันว่า	... (chʉ̂a gan wâa...)		It’s believed that…		
313	13	16	ไม่ต้องสงสัย(ว่า...)	mai-dtɔ̂ng sǒng-sǎi (wâa...)		Obviously… / Without a doubt… / It’s obvious (that…)		
314	14	16	แม่ขา	mɛ̂ɛ kǎa		Mommy… / Mom… (this is a cute way of a child addressing his/her mother)		
315	15	16	ไม่อยากอยู่แล้ว	mâi yàak yùu lɛ́ɛo		I want to die.		
316	16	16	มันผ่านไปแล้ว	man pàan bpai lɛ́ɛo		It’s over. / It’s in the past (now).		
317	17	16	เกิดอะไรขึ้น	gə̀ət à-rai kʉ̂n		What happened?		
318	18	16	นี่มันอะไรกัน	nîi man à-rai gan	STRONG	What on earth is this?! / What the hell is this?!		
319	19	16	เขาเรียกตัวเองว่า	... (kǎo rîak dtua-eeng wâa...)		He calls himself “….”.		
320	20	16	พวกเขาเรียกตัวเองว่า	... (pûak-kǎo rîak dtua-eeng wâa...)		They call themselves “….”.		
321	1	17	คุณดูดี	kun duu-dii		You look good.		
322	2	17	คุณดูดีมาก	kun duu-dii mâak		You look great.		
323	3	17	ขับรถดีๆ (นะ)	kàp-rót dii-dii ná		Drive safely.		
324	4	17	คุณพระช่วย	kun-prá-chûai		Oh, my god! / Goodness! / Oh no! / Gosh!		
325	5	17	ผมไปส่ง	pǒm bpai sòng		I’ll see you out. / I’ll walk you out. / I’ll see you to the (door, car, etc. ).		
326	6	17	ฉันได้ยินมาว่า	... (chǎn dâi-yin maa wâa...)		I heard that… / I hear that…		
327	7	17	ไม่รู้มาก่อนว่า	... (mâi-rúu maa-gɔ̀ɔn wâa...)		I didn’t know (before) that… / I never knew…		
328	8	17	จะไปไหนกัน	jà bpai nǎi gan		Where are you guys going? / Where are we going?		
329	9	17	ไม่เข้าใจ	mâi-kâo-jai		I don’t understand.		
330	10	17	สวัสดีค่ะ / สวัสดีครับ	sà-wàt-dii kà / sà-wàt-dii kráp		Good-bye (or Hello)		
331	11	17	ตอนที่เป็นเด็ก... / ตอนเด็ก	...* (dtɔɔn-tîi bpen dèk... / dtɔɔn dèk-dèk... *)		When I was a kid/child/boy/girl…/*	this is very casual.	
332	12	17	รอสักครู่(ครับ)	rɔɔ-sàk-krûu (kráp)		(Please) wait a moment/minute. / Just a moment (please).		
333	13	17	กรุณารอสักครู่(ค่ะ)	gà-rú-naa rɔɔ-sàk-krûu (kà)	FORMAL	(Please) wait a moment/minute. / Just a moment (please).		
334	14	17	เดี๋ยวฉันกลับมา(ค่ะ)	dǐao chǎn glàp-maa (kà)		I’ll be right back.		
335	15	17	เสียงอะไร(คะ)	sǐang à-rai ká		What’s that sound? / What was that?		
336	16	17	แตกไปแล้ว	dtɛ̀ɛk bpai lɛ́ɛo		It’s broken. / It shattered.		
337	17	17	ใครๆก็รู้(...)	krai-krai gɔ̂ɔ rúu…		Everyone knows (that…)		
338	18	17	ฉันชอบ... เหมือนกัน	chǎn chɔ̂ɔp... mʉ̌an-gan		I like... too.		
339	19	17	ไม่มีปัญหาหรอก(ค่ะ)	mâi mii bpàn-hǎa rɔ̀ɔk (kà)		It’s not a problem at all. / I don’t have a problem with it. / No problem at all.		
340	20	17	เราสนิทกันมาก	rao sà-nìt gan mâak		We’re very close (good friends).		
341	1	18	พูดเล่นใช่ไหม	pûut-lên châi-mǎi		You’re joking, right?		
342	2	18	ไม่ได้พูดเล่นนะ	mâi-dâi pûut-lên ná		I’m not joking.		
343	3	18	แกเคยพูดว่า	... (gɛɛ kəəi pûut wâa...)		You said (before) (that)… / You once said (that)…		
344	4	18	เสียใจด้วยจริงๆ(ค่ะ)	sǐa-jai dûai jing-jing (kà)		I’m so sorry to hear (about) that. (bad news) / My condolences.		
345	5	18	มันเป็นอุบัติเหตุ	man bpen ù-bpà-dtì-hèet		It was an accident.		
346	6	18	ผมจะทำให้ดีที่สุด	pǒm jà tam hâi dii-tîi-sùt		I’ll do my best.		
347	7	18	เธอท้องได้ (3) เดือน(แล้ว)	təə tɔ́ɔng dâi (sǎam) dʉan (lɛ́ɛo)		She’s (three) months pregnant.		
348	8	18	ขนาดนั้นเลยหรอ	kà-nàat nán ləəi rə̌ə		That much?!		
349	9	18	(นาน)ขนาดนั้นเลยหรอ	(naan)kà-nàat nán ləəi rə̌ə		That (long)?!		
350	10	18	โธ่เอ๋ย	tôo-ə̌əi		Oh man! / Oh shit! / Damn!		
351	11	18	อย่าเข้าใจผิดนะ	yàa kâo-jai-pìt ná		Don’t misunderstand (me).		
352	12	18	ได้โปรดอย่าเข้าใจผิด	dâi-bpròot yàa kâo-jai-pìt	FORMAL	Please don’t misunderstand.		
353	13	18	คุณสัญญากับฉันแล้ว(ว่า)	... kun sǎn-yaa gàp chǎn lɛ́ɛo (wâa)...		You promised me. / You promised (that) you…		
354	14	18	ผมไม่ได้สัญญา(อะไร)	pǒm mâi-dâi sǎn-yaa (à-rai)		I didn’t promise (anything).		
355	15	18	เราเหมือนกันมาก	rao mʉ̌an-gan mâak		We’re very similar. / We’re so much alike.		
356	16	18	หน้าตาเหมือนกันมาก	nâa-dtaa mʉ̌an-gan mâak		(They) look very similar. / (They) look so much alike.		
357	17	18	ฉันซื้อ(ขนม)มาฝาก	chǎn sʉ́ʉ (kà-nǒm) maa fàak		I bought some (sweets) for you.		
358	18	18	ครั้งเดียวไม่(เคย)พอ	kráng-diao mâi (kəəi) pɔɔ		Once is not (never) enough.		
359	19	18	อย่ามาโทษฉัน	yàa maa tôot chǎn		Don’t blame me!		
360	20	18	อย่าโทษตัวเอง	yàa tôot dtua-eeng		Don’t blame yourself.		
361	1	19	ว่าไง	wâa-ngai	INFORMAL	What’s up?	This has a lot of other meanings.	
362	2	19	ช่วยไม่ได้	chûai mâi-dâi		It can’t be helped. / I can’t help it. / There’s nothing I can do about it.	This also means ‘I can’t help.’	
363	3	19	เขาหนีไปแล้ว	kǎo nǐi bpai lɛ́ɛo		He ran away (already) / He’s escaped. / He’s gone (ran away/escaped).		
364	4	19	ไปเลย	bpai ləəi	INFORMAL/ROUGH	Go! / Go on! / Go ahead.		
365	5	19	เหม็น	měn		It stinks! / It smells bad.		
366	6	19	(…)(ก็)แค่นั้นเอง (…)	(gɔ̂ɔ)kɛ̂ɛ-nán eeng		That’s all it is. / That’s all. / …is all.		
367	7	19	ฉันเคยถามเธอว่า	... (chǎn kəəi tǎam təə wâa...)		I(’ve) asked you before…/ I used to ask you…		
368	8	19	เธอจะบอกว่า	... (təə jà bɔ̀ɔk wâa...)		Are you gonna tell me…? / Are you saying…?		
369	9	19	ถึงเวลา(ที่)ต้อง	... tʉ̌ng wee-laa (tîi) dtɔ̂ng...		It’s time to… / The time has come to…		
370	10	19	ไม่เคยฟัง	mâi kəəi fang		You never listen. / You never listen to me.		
371	11	19	รู้สึกไม่ค่อยสบาย	rúu-sʉ̀k mâi-kɔ̂i sà-baai		I don’t feel so well. / I’m not feeling well.		
372	12	19	เป็นแค่งานอดิเรก	bpen kɛ̂ɛ ngaan-à-dì-rèek		It’s just a hobby.		
373	13	19	ไว้ใจใครไม่ได้	wái-jai krai mâi-dâi		You can’t trust anyone.		
374	14	19	ขอตัวก่อนนะ(ครับ)	kɔ̌ɔ-dtua gɔ̀ɔn ná (kráp)	FORMAL	(Please) excuse me (I have to go). / Goodbye.		
375	15	19	คิดไปเอง	kít bpai eeng		You’re imagining things. / It’s all in your head.		
376	16	19	ผมพูดความจริง	pǒm pûut kwaam-jing		I’m telling the truth.		
377	17	19	อย่าหาเรื่องนะ	yàa hǎa-rʉ̂ang ná		Don’t make trouble.		
