sentenceId	thai	phonetic	english	level
21-4.	ห้ามปฏิเสธ  	hâam bpà-dtì-sèet	 You can’t say no. / You can’t refuse.	low-intermediate
21-5.	ฉันก็เหมือนกัน  	chǎn gɔ̂ɔ mʉ̌an-gan	 Me too. / So do I. / I do, too.	low-intermediate
21-6.	(คุณ)ลืมอะไรไปหรือเปล่า   	(kun) lʉʉm à-rai bpai rʉ̌ʉ-bplàao	 Have you forgotten something, (or what)? / Did you forget something?	low-intermediate
21-7.	ที่ไหนดี(ล่ะ)   	tîi-nǎi dii (lâ)	 Where’s good? / Where do you want to (go)?	low-intermediate
21-8.	ไม่จริงใช่ไหม   	mâi-jing châi-mǎi	 It’s not true, right? / That’s not true, is it?	low-intermediate
21-9.	ไปรู้มาจากไหน  	bpai rúu maa-jàak nǎi	 Where did you find out? / Where did you learn (that)?	low-intermediate
21-10.	จะกลับแล้วหรือ(ครับ)    	jà glàp lɛ́ɛo rʉ̌ʉ (kráp)	 Are you leaving? / Are you going back (now)?	low-intermediate
21-11.	จะเอาไปทำไม  	jà ao bpai tam-mai 	 What are you gonna do with it? / What do you need it for?	low-intermediate
21-12.	ทำไมทำกับฉันอย่างนี้  	tam-mai tam gàp chǎn yàang-níi	 Why are you doing this to me? / Why are you treating me like this?	low-intermediate
21-13.	ไม่ให้เกียรติ(ผู้หญิง)    	mâi-hâi gìat (pûu-yǐng)	 He doesn’t respect (women).	low-intermediate
21-14.	สุดทนแล้ว  	sùt ton lɛ́ɛo	 I can’t stand it any more! / This is unbearable!	low-intermediate
21-15.	ไม่น่าเลย   	mâi-nâa ləəi	 INFORMAL - It/This shouldn’t have happened! / (He) shouldn’t have done that! (meaning is close to ‘Unbelievable!’) / Doggone it!	low-intermediate
21-16.	เป็นเรื่องของครอบครัว  	bpen rʉ̂ang kɔ̌ɔng krɔ̂ɔp-krua	 It’s a family matter.	low-intermediate
21-17.	เข้าเค้า(นะ)    	kâo-káo (ná)	 IDIOM - That makes sense. / That sounds reasonable. (=it matches the facts)	low-intermediate
21-18.	แปลกจัง  	bplɛ̀ɛk-jang	 That’s odd. / That’s strange.	low-intermediate
21-19.	พิสูจน์แล้ว  	pí-sùut lɛ́ɛo	 (He/They) proved it. / They’ve already proven (it).	low-intermediate
21-20.	เท่ดี(นะ)    	têe-dii(ná)	 INFORMAL - Cool! / Awesome! / Nice!	low-intermediate
23-1.	คุณพูดอะไร  	kun pûut à-rai	 What are you talking about? / What are you saying?	low-intermediate
23-2.	จะเอาอะไร     	jà ao à-rai	 What do you want?	low-intermediate
23-3.	รู้ไหมทำไม(...)    	rúu mǎi tam-mai(…)	 Do you know why(…)?	low-intermediate
23-4.	กินข้าวรึยัง  	gin-kâao rʉ́-yang	 Have you eaten yet?	low-intermediate
23-5.	ทานข้าวรึยัง     	taan-kâao rʉ́-yang	 SEMI-FORMAL - Have you eaten yet?	low-intermediate
23-6.	คุณรู้เรื่องนี้ได้ยังไง  	kun rúu-rʉ̂ang níi dâi yang-ngai	 How did you find out? / How do you know about it/that?	low-intermediate
23-7.	แล้วฉันล่ะ  	lɛ́ɛo chǎn lâ	 What about me?!	low-intermediate
23-8.	เป็นยังไงบ้างลูก  	bpen-yang-ngai bâang lûuk	 How are you honey/sweetie?	low-intermediate
23-9.	มันทำได้ยาก  	man tam-dâi-yâak	 It’s hard to do.	low-intermediate
23-10.	อาจเป็น... ก็ได้  	aat bpen... gɔ̂ɔ-dâi	 It might/could be…	low-intermediate
23-11.	ไม่มีเงินเลย  	mâi mii ngən ləəi	 I don’t have any money (at all).	low-intermediate
23-12.	อยากจะอ้วก  	yàak jà ûak	 I wanna throw up. / I’m gonna throw up.	low-intermediate
23-13.	ขอบใจที่มา     	kɔ̀ɔp-jai tîi maa	 INFORMAL Thanks for coming.	low-intermediate
23-14.	ทำตัวตามสบายนะ   	tam-dtua dtaam-sà-baai ná	 Make yourself at home. / Make yourself comfortable.	low-intermediate
23-15.	ฉันจะพาคุณไปเที่ยว   	chǎn jà paa kun bpai-tîao	 I’ll take you around. / I’ll show you around (=give you a tour). / I’ll take you out.	low-intermediate
23-16.	เธอคือคนที่ใช่  	təə kʉʉ kon-tîi-châi	 She’s the one (for me).	low-intermediate
23-17.	(ฉัน)ออกเวรแล้ว   	(chǎn) ɔ̀ɔk-ween lɛ́ɛo	 My shift’s over. / I’m off (now).	low-intermediate
23-18.	เขารอผมอยู่   	kǎo rɔɔ pǒm yùu	 He’s waiting for me. / She’s waiting for me.	low-intermediate
23-19.	หมดเวลา(...)แล้ว   	mòt-wee-laa(...)lɛ́ɛo	 Time’s up. / (X) is over.	low-intermediate
23-20.	ฉันแทบไม่รู้จักเขา  	chǎn tɛ̂ɛp mâi-rúu-jàk kǎo	 I barely/hardly know him.	low-intermediate
25-1.	คุณไม่เคยรักผมเลย  	kun mâi-kəəi rák pǒm ləəi	 You never loved me. / You were never in love with me.	low-intermediate
25-2.	ฉันผิดไปแล้ว  	chǎn pìt bpai lɛ́ɛo	 I was wrong. / I make a mistake.	low-intermediate
25-3.	เข้าไปเลย  	kâo bpai ləəi	 Come (on) in. / Get in.	low-intermediate
25-4.	ไม่รบกวนแล้ว(ค่ะ/ครับ)    	mâi róp-guan lɛ́ɛo (kà/kráp)	 I won’t bother you anymore. / I’ll let you get back to… (…what you were doing).	low-intermediate
25-5.	(ฉัน)เชื่อเรื่อง...   	(chǎn) chʉ̂a rʉ̂ang...	 (I) believe in…	low-intermediate
25-6.	(ฉัน)ไม่เชื่อเรื่อง...   	(chǎn) mâi chʉ̂a rʉ̂ang...	 (I) don’t believe in…	low-intermediate
25-7.	ขอบคุณอีกครั้ง(ครับ/ค่ะ)   	kɔ̀ɔp-kun ìik-kráng (kráp/kà)	 Thanks again. /Thank you again.	low-intermediate
25-8.	ไม่มีใครรู้  	mâi-mii krai rúu	 No one knows. / No one knew.	low-intermediate
25-9.	(มัน)เป็นเรื่องเดียวกัน  	(man) bpen rʉ̂ang diao-gan	 It’s the same thing (matter). / It’s the same story.	low-intermediate
25-10.	แค่แวะมาทักทาย  	kɛ̂ɛ wɛ́ maa ták-taai	 I just dropped/stopped by to say hello.	low-intermediate
25-11.	ฉันจะพาไปเอง  	chǎn jà paa bpai eeng	 I’ll take you (there) (myself).	low-intermediate
25-12.	ต้องต่อคิว  	dtɔ̂ng dtɔ̀ɔ kiu	 You have to get/stand in line.	low-intermediate
25-13.	ฉันเพิ่งกลับมาจาก(ญี่ปุ่น)   	chǎn pə̂ng glàp maa-jàak (yîi-bpùn)	 I just got back from (Japan).	low-intermediate
25-14.	กลับกันได้แล้ว  	glàp-gan dâi lɛ́ɛo	 We should get going. / Let’s go.	low-intermediate
25-15.	ผมก็เลือกไปแล้ว  	pǒm gɔ̂ɔ lʉ̂ak bpai lɛ́ɛo	I’ve made my decision. / I’ve already chosen.	low-intermediate
25-16.	นั่น(ก็)เพราะว่า...    	nân (gɔ̂ɔ) prɔ́-wâa...	 That’s/It’s because…	low-intermediate
25-17.	ผมอดไม่ได้ที่จะ...   	pǒm òt mâi-dâi tîi jà...	 I can’t help but…	low-intermediate
25-18.	สมมุติว่า...   	sǒm-mút wâa...	 Suppose… / Let’s say…	low-intermediate
25-19.	ถ้าสมมุติว่า...   	tâa sǒm-mút wâa...	 Suppose if… / Let’s say if…	low-intermediate
25-20.	คุณ(กำลัง)มองหาใคร  	kun (gam-lang) mɔɔng-hǎa krai	 Who are you looking for?	low-intermediate
26-1.	ผมเคยแอบชอบเธอ  	pǒm kəəi ɛ̀ɛp-chɔ̂ɔp təə	 I used to have a crush on her.	low-intermediate
26-2.	(หลง)รัก(เธอ)ตั้งแต่แรกเห็น  	(lǒng) rák (təə) dtâng-dtɛ̀ɛ rɛ̂ɛk hěn	 (I) fell in love with (her) at first sight/the first time I saw (her).	low-intermediate
26-3.	เขานอกใจฉัน  	kǎo nɔ̂ɔk-jai chǎn	 He cheated on me.	low-intermediate
26-4.	ต้องรู้ก่อนว่า...   	dtɔ̂ng rúu gɔ̀ɔn wâa...	 (I) (first) need to know… / (I) have to know…	low-intermediate
26-5.	ฉัน(ก็)รู้สึกเหมือนกัน  	chǎn (gɔ̂ɔ) rúu-sʉ̀k mʉ̌an-gan	 I feel the same way.	low-intermediate
26-6.	ไม่รู้เหมือนกัน  	mâi-rúu mʉ̌an-gan	 I don’t know (either).	low-intermediate
26-7.	ไม่ทราบเหมือนกันค่ะ   	mâi-sâap mʉ̌an-gan kà	 FORMAL - I don’t know (either).	low-intermediate
26-8.	ไม่เก่งเท่าไหร่   	mâi gèng tâo-rài	 I’m not so good at… / I’m not very good. (used for skills, sports, languages, etc.)	low-intermediate
26-9.	ประมาณว่า...     	bprà-maan wâa...	 INFORMAL - It’s like… / Like... (appear or seem like… / be like…)	low-intermediate
26-10.	ก็คงเป็น...   	gɔ̂ɔ kong bpen...	 (Well), it’s probably/gotta be/must be…	low-intermediate
26-11.	มีคำถามเกี่ยวกับ...   	mii kam-tǎam gìao-gàp...	 (I) have a question about…	low-intermediate
26-12.	ใกล้จะจบแล้ว  	glâi jà jòp lɛ́ɛo	 (We) are almost finished. / It’s almost over. / I’m graduating soon.	low-intermediate
26-13.	เคล็ดลับคืออะไร  	klét-láp kʉʉ à-rai	 What’s the trick/secret? (used for a special technique of doing something)	low-intermediate
26-14.	เคล็ดลับ(ก็)คือ...   	klét-láp (gɔ̂ɔ) kʉʉ...	 The trick/secret is…	low-intermediate
26-15.	ถ้ามีเวลาว่าง...   	tâa mii wee-laa-wâang...	" If (you) have free time…	low-intermediate
26-16.	ไม่ค่อยมีเวลา  	mâi-kɔ̂i mii wee-laa	 (I) don’t have much time. / (I) didn’t have much time. / (I)’m pressed for time.	low-intermediate
26-17.	(มัน)ไม่ใช่สิ่งสำคัญ   	(man) mâi-châi sìng sǎm-kan	 It’s not important. / It doesn’t matter. / It’s no biggie	low-intermediate
26-18.	…ไม่สมบูรณ์แบบ  	...mâi sǒm-buun-bɛ̀ɛp	 …isn’t perfect. / …is imperfect.	low-intermediate
26-19.	(สวดมนต์)ก่อนนอนทุกคืน  	(sùat-mon) gɔ̀ɔn nɔɔn túk-kʉʉn	 (He prays) every night before going to bed.	low-intermediate
26-20.	เขาได้รับรางวัลออสการ์  	kǎo dâi-ráp raang-wan-ɔ́ɔt-sà-gâa	 He won an Oscar.	low-intermediate
28-1.	คุณเคย... (บ้าง)ไหม   	kun kəəi... (bâang) mǎi	 Have you ever… ?	low-intermediate
28-2.	มีคนเคยบอกว่า...   	mii kon kəəi bɔ̀ɔk wâa...	 Someone once told me…	low-intermediate
28-3.	เคยทำงานเป็น(แคชเชียร์)   	kəəi tam-ngaan bpen (kɛ́t-chia)	 I used to be a (cashier).  / I used to work as a (cashier).	low-intermediate
28-4.	ในชีวิตประจำวัน...   	nai chii-wít bprà-jam-wan…	 In everyday life… / In daily life…	low-intermediate
28-5.	…ในนาทีสุดท้าย  	nai naa-tii sùt-táai	 …at the last minute/moment.	low-intermediate
28-6.	(มัน)ไม่ซับซ้อน  	(man) mâi sáp-sɔ́ɔn	 It’s simple. / It’s not complicated. / It’s straightforward.	low-intermediate
28-7.	เป็นเรื่องธรรมดา  	bpen rʉ̂ang tam-má-daa	 It’s common. / It’s normal. / It’s natural.	low-intermediate
28-8.	ไม่ธรรมดา  	mâi tam-má-daa	 (It’s) uncommon/unusual/peculiar/strange.	low-intermediate
28-9.	ไม่ได้มีแค่(ผม)   	mâi-dâi mii kɛ̂ɛ (pǒm)	It’s not only (me).	low-intermediate
28-10.	ไม่มีอะไรมาก  	mâi mii à-rai mâak	 Nothing much. / It’s nothing (much).	low-intermediate
28-11.	ดีใจด้วย    	dii-jai dûai	 INFORMAL - Congrats!	low-intermediate
28-12.	ลองอีกครั้ง(สิ)   	lɔɔng ìik-kráng (sì)	 Try (it) again.	low-intermediate
28-13.	ฉันภูมิใจในตัว(เขา)มาก  	chǎn puum-jai nai dtua (kǎo) mâak	 I’m so proud of (him)!	low-intermediate
28-14.	ฉันตื่นเต้นแทน(คุณ)(จริงๆ)   	chǎn dtʉ̀ʉn-dtên tɛɛn (kun) (jing-jing)	 I’m (so) excited for you!	low-intermediate
28-15.	ได้เวลาเสียที / ได้เวลา... เสียที  	dâi wee-laa sǐa-tii / dâi wee-laa... sǐa-tii	 About time! / It’s about time (you)… !	low-intermediate
28-16.	ไม่ต้องพูดถึง (...)    	mâi-dtɔ̂ng pûut-tʉ̌ng (…)	 Don’t mention it. / No need to talk about that. / No need to talk about…	low-intermediate
28-17.	เขาเสียชีวิตด้วย(โรคมะเร็ง)    	kǎo sǐa-chii-wít dûai (rôok má-reng)	 FORMAL/LITERARY - He died of (cancer). / He passed away from (cancer).	low-intermediate
28-18.	มันดึงดูดความสนใจ  	man dʉng-dùut kwaam-sǒn-jai	 It grabs your attention/interest.	low-intermediate
28-19.	เต็มไปด้วย...   	dtem-bpai-dûai...	filled with… /  full of… / loaded with…	low-intermediate
28-20.	อย่ายอมแพ้  	yàa yɔɔm-pɛ́ɛ	 Don’t give up.	low-intermediate
29-1.	จะพูดว่าอย่างไรดี   	jà pûut wâa yàang-rai dii	 What should I say? / How should I say it?	low-intermediate
29-2.	ไม่รู้จะพูดว่าอย่างไร   	mâi-rúu jà pûut wâa yàang-rai	 (I) don’t know what to say. / I didn’t know what to say.	low-intermediate
29-3.	ยากที่จะอธิบาย / อธิบายยาก  	yâak tîi jà à-tí-baai / à-tí-baai yâak	 It’s difficult to explain.	low-intermediate
29-4.	(...)อะไรอย่างนี้     	à-rai yàang-níi	 INFORMAL - Something like that. / …something like that.	low-intermediate
29-5.	(ก็)ไม่เชิง   	(gɔ̂ɔ) mâi-chəəng	 Not really. /  Not exactly.	low-intermediate
29-6.	ไม่ได้หมายความว่า...    	mâi-dâi mǎai-kwaam wâa…	 That/it doesn’t mean (that)…	low-intermediate
29-7.	ไม่ใช่(ค่ะ)    	mâi-châi (kà)	 No (it’s not.) / Wrong. / Incorrect. / I don’t think so.	low-intermediate
29-8.	ผม(ก็)ไม่เข้าใจอยู่ดี    	pǒm (gɔ̂ɔ) mâi-kâo-jai yùu-dii	 I still don’t get it. / I still don’t understand.	low-intermediate
29-9.	ฟังไม่รู้เรื่อง   	fang mâi-rúu-rʉ̂ang	 (I) can’t understand at all (what s/he’s saying).	low-intermediate
29-10.	(มัน)ย่อมาจาก...    	(man) yɔ̂ɔ-maa-jàak...	 It’s short for… / It stands for… (example: UN=United Nations)	low-intermediate
29-11.	(มัน)ขึ้นอยู่กับ(ว่า)...   	(man) kʉ̂n-yùu-gàp (wâa)...	 It depends on...	low-intermediate
29-12.	ใช้เวลานานเท่าไหร่   	chái-wee-laa naan tâo-rai	 How long does it take?	low-intermediate
29-13.	ต้องใช้เวลา   	dtɔ̂ng chái-wee-laa	 It takes time.	low-intermediate
29-14.	ใช้เวลานาน   	chái-wee-laa naan	 It takes a long time.	low-intermediate
29-15.	จะใช้เวลาอีกประมาณ (5 นาที)    	jà chái-wee-laa ìik bprà-maan (hâa naa-tii)	 It’ll take about (5) more (minutes).	low-intermediate
29-16.	(มัน)ได้ผลจริงๆ   	(man) dâi-pǒn jing-jing	 It really works. / It really worked. / It was really effective.	low-intermediate
29-17.	(…)เปลี่ยนอะไรไม่ได้   	(...)bplìan à-rai mâi-dâi	 (You) can’t change anything. / (You) can’t make a difference. / …isn’t gonna change anything.	low-intermediate
29-18.	ไม่ใช่เรื่องยาก   	mâi-châi rʉ̂ang yâak	 It’s not (that) hard. / It’s a piece of cake.	low-intermediate
29-19.	ทำอย่างนั้นทำไม   	tam yàang-nán tam-mai	 Why did you do that? / Why would you do that?	low-intermediate
29-20.	ฟังดูประหลาด  	fang-duu bprà-làat	 It sounds strange/weird/peculiar.	low-intermediate
31-1.	ทำไมถึงชอบ(...)    	tam-mai tʉ̌ng chɔ̂ɔp (…)	 Why do you like (it/him, etc.)?	low-intermediate
31-2.	ไม่ค่อยสนใจเรื่อง(ประวัติศาสตร์)	mâi-kɔ̂i sǒn-jai rʉ̌ang (bprà-wàt-dtì-sàat)	 I’m not (so) interesting in (history).	low-intermediate
31-3.	ไม่ดีเท่าไหร่  	mâi-dii tâo-rài	 (It’s) not so good.	low-intermediate
31-4.	ไม่ไกลจาก(โรงแรม)   	mâi-glai jàak (roong-rɛɛm)	 (It’s) not far from (the hotel).	low-intermediate
31-5.	ใครจะ(มา)สนใจ      	krai jà maa sǒn-jai	 INFORMAL - Who cares? / Who would be interested?	low-intermediate
31-6.	มันเกี่ยวกับอะไร  	man gìao-gàp à-rai	 What’s it about? (movie, book, etc.)	low-intermediate
31-7.	ฉันยังสงสัยว่าทำไม  	chǎn yang sǒng-sǎi wâa tam-mai	 I still wonder why.	low-intermediate
31-8.	ค่อนข้างเยอะ  	kɔ̂n-kâang yə́ 	 (There’s) quite a few/pretty much/quite a lot.	low-intermediate
31-9.	ช่างมัน(เถอะ)    	châng-man (tə̀)	 (Just) forget it. / So be it. / Never mind. / To hell with it.	low-intermediate
31-10.	(แล้ว)ผลเป็นยังไง      	lɛ́ɛo pǒn bpen-yang-ngai	 INFORMAL - What was the result? / How did it turn out?	low-intermediate
31-11.	ไม่รู้ว่าเขาไปไหน  	mâi-rúu wâa kǎo bpai nǎi	 I don’t know where he went.	low-intermediate
31-12.	ไม่มีใครบอกได้ว่า...   	mâi mii krai bɔ̀ɔk dâi wâa...	 No one can tell… / No one can say…	low-intermediate
31-13.	…ถ้าจำเป็น...   	…tâa jam-bpen…	 If necessary… / …if needed. / If (I) have to…	low-intermediate
31-14.	ยังไม่ได้ไป  	yang mâi-dâi bpai	 (He) hasn’t been there yet. / (He) hasn’t left/gone.	low-intermediate
31-15.	เป็นยังไงบ้าง       	bpen yang-ngai bâang	 INFORMAL - How are things going? / How is it? / How is she?	low-intermediate
31-16.	เป็น(หนังสือ)ที่ขายดีที่สุด   	bpen (nǎng-sʉ̌ʉ) tîi kǎai dii-tîi-sùt	 It was a bestseller. / It was the bestselling (book).	low-intermediate
31-17.	คนให้เข้ากัน  	kon hâi-kâo-gan	 Mix/blend/scramble them together.	low-intermediate
31-18.	ปรุงด้วย(ซีอิ๊วขาว)    	bprung dûai (sii-íu-kǎao)	 Season with (light soy sauce).	low-intermediate
31-19.	ห้ามสูบบุหรี่  	hâam sùup-bù-rìi	 No smoking (allowed).	low-intermediate
31-20.	เชื่อเถอะ  	chʉ̂a-tə̀	 Trust me. / Believe me.	low-intermediate
34-1.	รอสักครู่  	rɔɔ sàk-krûu	 Just a minute. / Hold on a minute.	low-intermediate
34-2.	กรุณารอสักครู่ครับ    	gà~​rú~​naa rɔɔ sàk-krûu kráp	 FORMAL - One moment please. / Hold on a moment please.	low-intermediate
34-3.	ผมจะบอกอะไรบางอย่าง  	pǒm jà bɔ̀ɔk à~​rai baang-​yàang	 I want to tell you something.	low-intermediate
34-4.	กำลังรอให้...  	gam-lang rɔɔ hâi	 I’m waiting for…	low-intermediate
34-5.	หลังจากนั้นไม่นาน...  	lǎng-​jàak nán mâi naan	 Shortly after that… / Not long after that…	low-intermediate
34-6.	(มัน)ง่ายนิดเดียว    	(man) ngâai nít-diiao	 INFORMAL - It’s super easy. / It’s very simple. / It’s a cinch.	low-intermediate
34-7.	เป็นมากกว่า(เพื่อน)  	bpen mâak gwàa (pʉ̂ʉan)	 INFORMAL - (He)’s more than (a friend).	low-intermediate
34-8.	มันหายไปได้ยังไง    	man hǎai bpai dâai yang-ngai	 INFORMAL - How could it just vanish/disappear?!	low-intermediate
34-9.	ลืมไปได้ยังไง    	lʉʉm bpai dâai yang-ngai	 How could I forget?!	low-intermediate
34-10.	ฉันก็เป็นเหมือนกับคุณ  	chǎn gɔ̂ɔ bpen mʉ̌ʉan gàp kun	 I’m the same as you. / I’m like you.	low-intermediate
34-11.	เขาทำเงินได้ดี  	kǎo tam ngəən dâai dii	" He makes good money	low-intermediate
